Video ID,Category,Script,Final
ntYwKXN82QU,Personal Care and Style,"So first up, you're gonna definitely need a bowl of water",tool
ntYwKXN82QU,Personal Care and Style,It doesn't matter what temperature it is next,tool
ntYwKXN82QU,Personal Care and Style,You're going to need your brushes,tool
ntYwKXN82QU,Personal Care and Style,"So I've got this magic Racer sponge, which is really great to clean your midsole now if your midsole has any kind of texture to it, you may actually need a toothbrush to really get in there and lift off that dirt",tool (multiple)
ntYwKXN82QU,Personal Care and Style,"Next, you're going to need a standard synthetic shoe brush like I've got.",tool
ntYwKXN82QU,Personal Care and Style,"Here by Jason Mark, this is going to clean the upper of your sneaker",tool
ntYwKXN82QU,Personal Care and Style,"But if you are working with premium Leathers or woven materials, you actually want to go with a boar bristle brush which will be a lot softer",tool (multiple)
ntYwKXN82QU,Personal Care and Style,"So I'll definitely link all of my favorite products to use when cleaning your shoes in my article, which I'll link below for the cleaning solution, you can either go with an eco friendly all natural dish soap you just put a little bit in some water",tool
ntYwKXN82QU,Personal Care and Style,Make sure though the most important thing is that it should say on the bottle that it it is fragrance free.,tool
ntYwKXN82QU,Personal Care and Style,Dye free and non-toxic,tool
ntYwKXN82QU,Personal Care and Style,"This is going to ensure that it doesn't cause any yellowing on your shoes, so I personally like using Jason Marks cleaning solution",justification
ntYwKXN82QU,Personal Care and Style,I just find it to be more effective than the dish soap and the,tool
ntYwKXN82QU,Personal Care and Style,last thing that you need is going to be a microfiber towel,tool
ntYwKXN82QU,Personal Care and Style,This is just to wipe down your shoe at the very end,tool
ntYwKXN82QU,Personal Care and Style,That's it,filler
ntYwKXN82QU,Personal Care and Style,So now let's get into how exactly you should clean your sneakers,transition
ntYwKXN82QU,Personal Care and Style,"So first, if it's just the midsoles of your sneakers that need to be clean, then all you need is just a magic.",instruction
ntYwKXN82QU,Personal Care and Style,"Eraser dip the sponge in a bowl of water, squeeze to remove any excess water, and then you're going to just rub the sponge on the midsole to remove all of that dirt",instruction
ntYwKXN82QU,Personal Care and Style,"As you can see, it's really working.",description
ntYwKXN82QU,Personal Care and Style,"There is this part in the back where the dirt is just not lifting off, and it's because I have a textured midsole",description
ntYwKXN82QU,Personal Care and Style,"So in order to really lift the dirt out, I'm going to just use a toothbrush and take my Jason Markk solution and just put it on the toothbrush, shake it out, and then I'm going to start scrubbing to really get that dirt out of there",instruction
ntYwKXN82QU,Personal Care and Style,"It's going to lather up like very nicely, which you want",description
ntYwKXN82QU,Personal Care and Style,You just kind of vigorously scrub.,instruction
ntYwKXN82QU,Personal Care and Style,"OK, so I scrubbed it pretty thoroughly all around and now I'm just going to take my microfiber towel and just wipe my midsole and look at that",instruction
ntYwKXN82QU,Personal Care and Style,It is so much wider it really lifted that dirt off,outcome
ntYwKXN82QU,Personal Care and Style,"If your sneaker needs a deeper clean, then we got to go a little bit further than that, so let's get into how to completely clean the entire sneaker",subgoal
ntYwKXN82QU,Personal Care and Style,"First off, what you want to do is take your microfiber towel and just wipe the surface of your sneaker",instruction
ntYwKXN82QU,Personal Care and Style,This is going to remove.,effect
ntYwKXN82QU,Personal Care and Style,Any kind of loose dirt that is sitting on the top of the fabric,effect
ntYwKXN82QU,Personal Care and Style,Now what you want to do is if your shoelaces need to be cleaned,subgoal
ntYwKXN82QU,Personal Care and Style,"If they seem really dirty and your tongue is really dirty, you just want to unlace your shoe and then throw the laces into the washer with a load of whites on the hot cycle you want hot water to wash your laces, and that's going to get them nice and clean",early instruction
ntYwKXN82QU,Personal Care and Style,"So let's get started by getting your brush ready, dip it in some water, shake off the excess",instruction
ntYwKXN82QU,Personal Care and Style,Then you're going to take your Jason Markk solution.,instruction
ntYwKXN82QU,Personal Care and Style,And pretty much douse the brush,instruction
ntYwKXN82QU,Personal Care and Style,Be really generous with the amount of liquid you put on and then dip the brush back in and just shake off the excess,instruction
ntYwKXN82QU,Personal Care and Style,And now we're ready to completely scrub the shoe,subgoal
ntYwKXN82QU,Personal Care and Style,"I always like to put my hand inside the shoe just to be able to hold it,",tip
ntYwKXN82QU,Personal Care and Style,and then I'm really just going to scrub the shoe,instruction
ntYwKXN82QU,Personal Care and Style,"You want a nice lather like this? See, my tongue is very dirty.",description
ntYwKXN82QU,Personal Care and Style,"So as I'm rushing the upper, I'm also still just going to scrub the midsole, get the entire area of the sneaker.",instruction
ntYwKXN82QU,Personal Care and Style,"So sometimes you have hard to reach areas like this piece in the tongue, so I'll use this toothbrush to really get in there and just scrub it",instruction
ntYwKXN82QU,Personal Care and Style,Same over on this side,instruction
ntYwKXN82QU,Personal Care and Style,"So now what we want to do is wipe it completely down so we'll take our microfiber towel and I'm just going to wipe away all of that foam to see if there's any areas that still need to be brushed and just a quick note, if you are dealing with a woman upper like these fly knits, then after you scrubbed the upper what you want to do is take a microfiber.",instruction
ntYwKXN82QU,Personal Care and Style,Towel and just dab and twist so that it will remove any excess moisture on the woven upper,instruction
ntYwKXN82QU,Personal Care and Style,And then you'll let it air dry,instruction
ntYwKXN82QU,Personal Care and Style,But you don't want to wipe it down,instruction
ntYwKXN82QU,Personal Care and Style,because that can potentially cause fraying and nappiness to your woven material,justification
ntYwKXN82QU,Personal Care and Style,So I've wiped these down,outcome
ntYwKXN82QU,Personal Care and Style,"I'm going to just inspect the entire sneaker to make sure that there are no dirt spots that I still want to scrub out, but I am very happy with this",outcome
ntYwKXN82QU,Personal Care and Style,I love how this turned out,side note
ntYwKXN82QU,Personal Care and Style,"Next, we're going to let them air dry and then once they're dry, I'm going to lace them back up with my clean laces. ",early instruction
ntYwKXN82QU,Personal Care and Style,So these are fresh out of the washer,outcome
ntYwKXN82QU,Personal Care and Style,There's so much wider than The Dirty ones that we started off with,outcome
ntYwKXN82QU,Personal Care and Style,"Alright, so this is how your sneakers should look after you spend about 5-10 minutes cleaning them",outcome
ntYwKXN82QU,Personal Care and Style,They look now pretty much brand new and really fresh and great,outcome
ntYwKXN82QU,Personal Care and Style,Do this about every one to two weeks depending on how dirty your sneakers get and that'll ensure your sneakers looking brand new every single time,tip
ntYwKXN82QU,Personal Care and Style,Be sure to check out my article for all my favorite product recommendations,outro
ntYwKXN82QU,Personal Care and Style,I'll have everything that I use today.,outro
ntYwKXN82QU,Personal Care and Style,And that I love using to clean my sneakers,outro
ntYwKXN82QU,Personal Care and Style,LinkedIn that article? Be sure to check it out,outro
ntYwKXN82QU,Personal Care and Style,"It'll be in my video description below if you like this video, give it a thumbs up",outro
ntYwKXN82QU,Personal Care and Style,Subscribe to this channel for more videos like this and I'll see you in the next one.,outro
s4coMAU80U4,Personal Care and Style,hi youtube,greeting
s4coMAU80U4,Personal Care and Style,welcome to my channel,greeting
s4coMAU80U4,Personal Care and Style,so today's video i'm going to show you guys how i achieved this really cool voluminous ponytail using the bellamy bugatti,goal
s4coMAU80U4,Personal Care and Style,said just simply that volumizing west,goal
s4coMAU80U4,Personal Care and Style,so it's like one really thick track and i did this in under five minutes,briefing
s4coMAU80U4,Personal Care and Style,and it really looks really cool nice and put together in my opinion,briefing
s4coMAU80U4,Personal Care and Style,so i really hope you guys like it,side note
s4coMAU80U4,Personal Care and Style,and if you guys don't know how to do this and of course this video is going to help you guys out,briefing
s4coMAU80U4,Personal Care and Style,if you guys do try this i'll definitely let me know in the comments below,outro
s4coMAU80U4,Personal Care and Style,and if you're new to my channel please subscribe and join this mini family,outro
s4coMAU80U4,Personal Care and Style,so without rambling on further let's get into the video,transition
s4coMAU80U4,Personal Care and Style,ok so the first thing we're going to do is just put our hair in a high ponytail and do it at the level that you want the ponytail to be,instruction
s4coMAU80U4,Personal Care and Style,of course i would highly recommend using a brush,tip
s4coMAU80U4,Personal Care and Style,my brush is like dirty right now but just to clean up and make you polish,tip
s4coMAU80U4,Personal Care and Style,unless you guys want it to look more messy that's completely up to you,tip
s4coMAU80U4,Personal Care and Style,but usually when i go out i like to polish it so i'm just brushing that up put it in a high high ponytail,instruction
s4coMAU80U4,Personal Care and Style,and then that's it,side note
s4coMAU80U4,Personal Care and Style,no i'm joking,side note
s4coMAU80U4,Personal Care and Style,ok hold on,side note
s4coMAU80U4,Personal Care and Style,so now that we have our ponytail and we are satisfied with how that looks,outcome
s4coMAU80U4,Personal Care and Style,so we're going to move on to the fun part,transition
s4coMAU80U4,Personal Care and Style,oh crap on the floor,side note
s4coMAU80U4,Personal Care and Style,not a good start,side note
s4coMAU80U4,Personal Care and Style,take care of your extensions and don't listen to me there,side note
s4coMAU80U4,Personal Care and Style,ok so you guys can see,side note
s4coMAU80U4,Personal Care and Style,oh my,side note
s4coMAU80U4,Personal Care and Style,god,side note
s4coMAU80U4,Personal Care and Style,it comes with so much hair,side note
s4coMAU80U4,Personal Care and Style,it's beautiful,side note
s4coMAU80U4,Personal Care and Style,so you guys can choose to do this before after,instruction (multiple)
s4coMAU80U4,Personal Care and Style,but in order for it to blend because these are quite wavy i would also like to curl or wave the ponytail,instruction (multiple)
s4coMAU80U4,Personal Care and Style,i think i'm going to wait until after i click these in,description
s4coMAU80U4,Personal Care and Style,so basically we are going to take this and put it over,instruction
s4coMAU80U4,Personal Care and Style,so we're just going to clip that one by one just right above that elastic,instruction
s4coMAU80U4,Personal Care and Style,i just try to stay as tight as you can towards that elastic,instruction
s4coMAU80U4,Personal Care and Style,so once you wrap that around you click it so make sure it's well wrapped around the whole,instruction
s4coMAU80U4,Personal Care and Style,the lastic,instruction
s4coMAU80U4,Personal Care and Style,you know once we have that,transition
s4coMAU80U4,Personal Care and Style,we're going to take a piece of the hair from the extension and and really cover that track up,instruction
s4coMAU80U4,Personal Care and Style,you want to just adjust everything,instruction
s4coMAU80U4,Personal Care and Style,make sure it looks good,instruction
s4coMAU80U4,Personal Care and Style,umm this looks pretty good to me i from what i see ,outcome
s4coMAU80U4,Personal Care and Style,and i'm going to take a bobby pin or several in an ex form,instruction
s4coMAU80U4,Personal Care and Style,i would recommend so that the body can really stay in place you guys can't really see,justification
s4coMAU80U4,Personal Care and Style,but holy moly,filler
s4coMAU80U4,Personal Care and Style,ok s,filler
s4coMAU80U4,Personal Care and Style,o this is the extension right now,outcome
s4coMAU80U4,Personal Care and Style,but yeah,filler
s4coMAU80U4,Personal Care and Style,so basically that is how it looks like just after literally three minutes of just dropping the extension in,outcome
s4coMAU80U4,Personal Care and Style,of course it's not perfect,outcome
s4coMAU80U4,Personal Care and Style,you're going to see parts of my hair that don't necessarily blend as much only because it's not curled,outcome
s4coMAU80U4,Personal Care and Style,and the extensions are,outcome
s4coMAU80U4,Personal Care and Style,i'm using an iron one one inch curling iron forty dollars and,tool
s4coMAU80U4,Personal Care and Style,and curl it like the extensions,instruction
s4coMAU80U4,Personal Care and Style,just by a kind of opening up the barrel and turning it like this,instruction
s4coMAU80U4,Personal Care and Style,we had about seven seconds,late instruction
s4coMAU80U4,Personal Care and Style,let it drop,instruction
s4coMAU80U4,Personal Care and Style,now what i would normally do is maybe just clip this curl let it sit's when it's hot so that it the curl stays a lot longer,tip
s4coMAU80U4,Personal Care and Style,but i'm just going to hold it for a few seconds while it cools and that might help,tip
s4coMAU80U4,Personal Care and Style,so we repeat this process till you are satisfied,instruction
s4coMAU80U4,Personal Care and Style,i'm really excited that i finally have the guts to make this youtube channel and share with you guys the the tips and tricks that i like to do every single day,side note
s4coMAU80U4,Personal Care and Style,because honestly i was doing this for fun,side note
s4coMAU80U4,Personal Care and Style,regardless i'm like i might as well film it like what am i doing,side note
s4coMAU80U4,Personal Care and Style,so so i really hope you guys enjoy this as much as i do and i'm definitely looking forward to expanding my channel and getting to know more of you guys,outro
s4coMAU80U4,Personal Care and Style,especially when i'm done school so i can really focus on making a really fun content for you guys and being very consistent,outro
s4coMAU80U4,Personal Care and Style,so hope you guys enjoyed this,outro
s4coMAU80U4,Personal Care and Style,umm it was really easy and quick and yeah i definitely recommend you guys trying it out,outro
s4coMAU80U4,Personal Care and Style,if you guys don't have a volumizing set like this you can definitely do the same process using a few rows of extensions,tip
s4coMAU80U4,Personal Care and Style,so yeah let me know if you guys do try this out,outro
s4coMAU80U4,Personal Care and Style,and until next time i'll see you all in my next video,outro
s4coMAU80U4,Personal Care and Style,bye i,outro
dJ_qCDWNvXU,Education and Communications,"Hey guys, it's Sandy",greeting
dJ_qCDWNvXU,Education and Communications,Welcome back to cute Polish,greeting
dJ_qCDWNvXU,Education and Communications,In today's video we're going to be talking about dip powder,goal
dJ_qCDWNvXU,Education and Communications,"Nails dip powder has been all the rage this year, but the application of it can sometimes get tricky",motivation
dJ_qCDWNvXU,Education and Communications,so Julie will be sharing her tips and tricks today on how to perfect your dip powder manicure at home,goal
dJ_qCDWNvXU,Education and Communications,"Hey, it's Julie now let's get started with the video",transition
dJ_qCDWNvXU,Education and Communications,"First things first, you're going to need a dip powder kit",tool
dJ_qCDWNvXU,Education and Communications,"There are a lot of options right now, but for this video I'll be using the Kira sky.",tool (multiple)
dJ_qCDWNvXU,Education and Communications,"Kid, because it comes with everything you need and it's packaged and easy steps one through 5 bottles ",justification
dJ_qCDWNvXU,Education and Communications,as you would with any manicure you're going to want to start with cleaned groomed nails,instruction
dJ_qCDWNvXU,Education and Communications,This means push your cuticles back,instruction
dJ_qCDWNvXU,Education and Communications,File your nails into shape and remove any residue from the nail plate.,instruction
dJ_qCDWNvXU,Education and Communications,"This particular kit comes with step by step instructions for how to use the dip powder, which I do follow, but I have learned a couple things that weren't mentioned in the instructions, which I will share with you a little later",tool
dJ_qCDWNvXU,Education and Communications,The first step is to apply a thin layer of bonder,instruction
dJ_qCDWNvXU,Education and Communications,"This is basically just a dehydrator and it's going to remove the excess oils from your nails to make sure the dip powder adheres properly, but don't panic",effect
dJ_qCDWNvXU,Education and Communications,This is supposed to leave your nails looking pale and really dried out,effect
dJ_qCDWNvXU,Education and Communications,Step 2 is to apply the base.,subgoal
dJ_qCDWNvXU,Education and Communications,"Polish to 3/4 of your nail, then quickly dip it into the natural colored dip powder",instruction
dJ_qCDWNvXU,Education and Communications,This is going to help disguise any visible nail line you have and make the final color more opaque and even,effect
dJ_qCDWNvXU,Education and Communications,"It doesn't say this in the instructions, but you have to work one nail at a time because the base dries fairly quickly and you need to get that powder on while it's still wet, or else it will not stick at all",tip
dJ_qCDWNvXU,Education and Communications,Another thing I don't think the instructions clearly state is to dip your finger in at about a 45 degree angle until it's completely submerged in the powder and then pull it out.,tip
dJ_qCDWNvXU,Education and Communications,Tap off the excess powder and let it dry while you move on to the next nails,instruction
dJ_qCDWNvXU,Education and Communications,"Tapping your finger will remove the majority of the loose powder, but there might be quite a bit still stuck to your nail",effect
dJ_qCDWNvXU,Education and Communications,"So what I like to do is, once the base and first layer of powder are dry, maybe about two or three minutes, I'll take a big kabuki brush and dust off the excess",tip
dJ_qCDWNvXU,Education and Communications,This will keep the layers thin and keep product from building up on your brushes,effect
dJ_qCDWNvXU,Education and Communications,Now you can grab the colored dip powder,instruction
dJ_qCDWNvXU,Education and Communications,"I'll be using this deep red shade that's funnily named hot chocolate, and just like before.",tool
dJ_qCDWNvXU,Education and Communications,"Apply the base, but this time you can apply it to your entire nail and then dip it into the colored powder",instruction
dJ_qCDWNvXU,Education and Communications,"Word of caution, these powders are extremely pigmented, so you're going to get some color on your skin, but it will wash off later with soap.",tip
dJ_qCDWNvXU,Education and Communications,"If you see any spots you might have accidentally missed, it's OK to add a little more of the base than dip it again",instruction (optional)
dJ_qCDWNvXU,Education and Communications,Here's where I ran into problems when I first did this,reflection
dJ_qCDWNvXU,Education and Communications,"If you applied the base over top of your first coat of color and there's still loose pattern on the nail, it will gunk up on the brush and the nail and look super lumpy",reflection
dJ_qCDWNvXU,Education and Communications,"So that's why I like to let it dry, then dust off the excess and apply a second coat of base.",tip
dJ_qCDWNvXU,Education and Communications,And dip again,tip
dJ_qCDWNvXU,Education and Communications,"Don't worry if you have some bald spots like I do here, that's due to the base drying before it comes into contact with the powder and 2nd coat will totally cover it up.",description
dJ_qCDWNvXU,Education and Communications,On my accent nails I decided to use a gorgeous silvery glitter powder called sterling ,tool
dJ_qCDWNvXU,Education and Communications,"and I followed the same steps as before, doing 2 coats of color.",instruction
dJ_qCDWNvXU,Education and Communications,"After I have all of my color powder on, I'll next be dipping into clear powder to add a barrier to the color",early instruction
dJ_qCDWNvXU,Education and Communications,"so when it's time to file, I don't accidentally file off the color.",justification
dJ_qCDWNvXU,Education and Communications,"Then after that I'll be moving on to Step 3, which is seal and protect and applying a generous layer of that to each nail",subgoal
dJ_qCDWNvXU,Education and Communications,"One of the biggest benefits to dip powder is that it dries incredibly fast, so you don't have to worry about accidentally smudging anything",background info
dJ_qCDWNvXU,Education and Communications,Now you can go ahead and file and buff the nails,instruction
dJ_qCDWNvXU,Education and Communications,"I used two different files, starting with a coarser 1 to remove the bulk.",instruction
dJ_qCDWNvXU,Education and Communications,"Then I switched to a finer grit file to smooth out the surface, and when you're done filling, you can go ahead and wash your hands with warm soapy water and dry them thoroughly",instruction
dJ_qCDWNvXU,Education and Communications,"Now we're going to add one more layer of the seal and protect, but before it dries, wipe it off with a lint free wipe",instruction
dJ_qCDWNvXU,Education and Communications,This is just going to remove any excess debris that might still be on the nail and get the nail ready for top coat.,jusitifcation
dJ_qCDWNvXU,Education and Communications,Step FOUR is to apply a layer of the top coat in quick short strokes and try not to over manipulate it,instruction
dJ_qCDWNvXU,Education and Communications,"The instructions for this kit say to let that dry, then go in with a second coat at the top, which I did do, ",instruction
dJ_qCDWNvXU,Education and Communications,"but I wasn't super happy with the shine, so once that completely dried I did just pop on a layer of plain clear top coat to make it extra glossy",instruction (optional)
dJ_qCDWNvXU,Education and Communications,Finish with the nourishing oil to rehydrate your skin and that's it,instruction
dJ_qCDWNvXU,Education and Communications,"Unlike a gel manicure, dip powder dries hard as a rock so your nails won't have any flexibility and will stay super strong.",background info
dJ_qCDWNvXU,Education and Communications,"And when it's time to remove, follow the surface of the dip manicure to break the seal, then wrap it as you would to remove a gel manicure with an acetone soaked cotton ball",instruction
dJ_qCDWNvXU,Education and Communications,I actually made a huge mistake here and didn't file the dip powder nearly enough so the acetone didn't soak deep enough into the layers,reflection
dJ_qCDWNvXU,Education and Communications,"And when I went to remove it, I made the incredibly amateur mistake of peeling it off and I actually tore a piece of my nail",reflection
dJ_qCDWNvXU,Education and Communications,"Fortunately, it was just a corner and it was on my thumb so I was able to file.",description
dJ_qCDWNvXU,Education and Communications,Found the damaged area but please please please don't peel it off,tip
dJ_qCDWNvXU,Education and Communications,File down the powder as much as you can and soak it for at least 30 minutes,late instruction
dJ_qCDWNvXU,Education and Communications,"And if you have an e-file that will probably work even better, it won't quite dissolve like gel wood, but it will become soft enough that it pulls off easily when you remove the cotton ball and foil",tip
dJ_qCDWNvXU,Education and Communications,"If you guys have any tips you'd like to share, go ahead and leave them in the comments below, and if you'd like to watch more helpful cute Polish videos, you can click on these boxes here and you can click on the circle to subscribe to cute Polish.",outro
dJ_qCDWNvXU,Education and Communications,"For a new video every week, and if you'd like to check out my personal channel, you can click on this little circle here.",outro
VDMOFa8iRqo,Education and Communications,this is doctor gregor in the kitchen where i take the science and put it into practice,greeting
VDMOFa8iRqo,Education and Communications,today,goal
VDMOFa8iRqo,Education and Communications,i know that sounds kind of gross but bear with me,side note
VDMOFa8iRqo,Education and Communications,it starts with five it reusable bags and a stock of celery goes into each,instruction
VDMOFa8iRqo,Education and Communications,what do you do with the half you have leftover,side note
VDMOFa8iRqo,Education and Communications,dip it in some hamas of course,side note
VDMOFa8iRqo,Education and Communications,hmm,filler
VDMOFa8iRqo,Education and Communications,hmm,filler
VDMOFa8iRqo,Education and Communications,then saving the best for last the healthiest food on the planet,tool
VDMOFa8iRqo,Education and Communications,greens,tool
VDMOFa8iRqo,Education and Communications,so you know even though something like arugula has even more nitrates in fact i think the most nitrate packed food there is and i think is even tastier,justification
VDMOFa8iRqo,Education and Communications,there's no way it would last five days,justification
VDMOFa8iRqo,Education and Communications,starts to turn yellow gets slimy so it would have been using is really hardy greens like kale and curly parsley,justification
VDMOFa8iRqo,Education and Communications,plus kale has something spinach doesn't have its cruciferous,justification
VDMOFa8iRqo,Education and Communications,so i'm gonna put a cup of each one in each bag,instruction
VDMOFa8iRqo,Education and Communications,and then all the bags go into the fridge and wait their turn,instruction
VDMOFa8iRqo,Education and Communications,and then when you're ready to rock and roll here's what you do,transition
VDMOFa8iRqo,Education and Communications,if anyone tries that let me know how it how it comes out,side note
VDMOFa8iRqo,Education and Communications,and then finally the juice from half of a lemon,tool
VDMOFa8iRqo,Education and Communications,it fits into about one perfect ok mason jar,outcome
VDMOFa8iRqo,Education and Communications,yep look at that,outcome
VDMOFa8iRqo,Education and Communications,then you pop in a a the reusable straw and and a cold refreshing zesty,outcome
VDMOFa8iRqo,Education and Communications,who's zesty,outcome
VDMOFa8iRqo,Education and Communications,umm and uh,filler
VDMOFa8iRqo,Education and Communications,and to think what's in this thing right,outcome
VDMOFa8iRqo,Education and Communications,it's just all vegetables,outcome
VDMOFa8iRqo,Education and Communications,it's like a mountain of nutrition right,outcome
VDMOFa8iRqo,Education and Communications,it's hard to imagine a healthier beverage ,outcome
VDMOFa8iRqo,Education and Communications,if you want more recipes like this incorporating some of the healthiest foods on the planet check out my new cookbook,outro
VDMOFa8iRqo,Education and Communications,they how not to die cookbook,outro
VDMOFa8iRqo,Education and Communications,now available for pre order,outro
VDMOFa8iRqo,Education and Communications,it'll be out this december right over the holidays,outro
VDMOFa8iRqo,Education and Communications,i would say it's a good stocking stuffer but it's actually kind of big,outro
VDMOFa8iRqo,Education and Communications,so you're friends and family,outro
VDMOFa8iRqo,Education and Communications,have to have really big feet but makes it great,outro
VDMOFa8iRqo,Education and Communications,new year,outro
VDMOFa8iRqo,Education and Communications,do you type,outro
VDMOFa8iRqo,Education and Communications,press this,outro
VDMOFa8iRqo,Education and Communications,well all the proceeds i received from all my books dvd's speaking engagements all goes to charity,outro
VDMOFa8iRqo,Education and Communications,i just want you to be healthier,outro
VDMOFa8iRqo,Education and Communications,k,outro
jGsEBwiKnCI,Sports and Fitness,"Today, for the very first DIY series from Robert and Archery, ",greeting
jGsEBwiKnCI,Sports and Fitness,we're gonna be making one of these.,goal
jGsEBwiKnCI,Sports and Fitness,"That is, a builders bucket target.",goal
jGsEBwiKnCI,Sports and Fitness,So let's get started,transition
jGsEBwiKnCI,Sports and Fitness,"First of all, we need to get in one of these.",side note
jGsEBwiKnCI,Sports and Fitness,And then we need to go to one of these.,side note
jGsEBwiKnCI,Sports and Fitness,Now we need to buy one of these.,tool
jGsEBwiKnCI,Sports and Fitness,Michael.,filler
jGsEBwiKnCI,Sports and Fitness,"So we've got our builders bucket, what we're going to need next.",transition
jGsEBwiKnCI,Sports and Fitness,Is some of this?,tool
jGsEBwiKnCI,Sports and Fitness,"Actually, quite a lot of this.",tool
jGsEBwiKnCI,Sports and Fitness,So we've got our main constituents of our bucket target,tool
jGsEBwiKnCI,Sports and Fitness,We've got the bucket and we've got the filling,tool
jGsEBwiKnCI,Sports and Fitness,Believe it or not.,side note
jGsEBwiKnCI,Sports and Fitness,That's the majority of what we need,side note
jGsEBwiKnCI,Sports and Fitness,We're so far,side note
jGsEBwiKnCI,Sports and Fitness,I think I've spent about 6:00 or €7.00 on this,tool
jGsEBwiKnCI,Sports and Fitness,"You're talking five or six dollars £5 in the UK, something like that",tool
jGsEBwiKnCI,Sports and Fitness,So without further ado that needs to go in here.,early instruction
jGsEBwiKnCI,Sports and Fitness,Right there we go,side note
jGsEBwiKnCI,Sports and Fitness,"As you can see, it takes a lot of packing",outcome
jGsEBwiKnCI,Sports and Fitness,"Now the heavier the bow, the tighter it needs packing",background info
jGsEBwiKnCI,Sports and Fitness,"I'm packing this for anything up to 6070 pound bows, so it's well packed in there",description
jGsEBwiKnCI,Sports and Fitness,Let me show you what I'm replacing the cover on.,transition
jGsEBwiKnCI,Sports and Fitness,Now this one here.,reflection
jGsEBwiKnCI,Sports and Fitness,Is I'm not sure whether.,reflection
jGsEBwiKnCI,Sports and Fitness,It's at least two years old,reflection
jGsEBwiKnCI,Sports and Fitness,It could be as much as four years old.,reflection
jGsEBwiKnCI,Sports and Fitness,And I've recovered recovered it,reflection
jGsEBwiKnCI,Sports and Fitness,Ohh at least three or four times,reflection
jGsEBwiKnCI,Sports and Fitness,And now you can use whatever you like to cover it,tool (multiple)
jGsEBwiKnCI,Sports and Fitness,I've used Hessian is the easiest,tool (multiple)
jGsEBwiKnCI,Sports and Fitness,That's burlap in other places around the world,tool (multiple)
jGsEBwiKnCI,Sports and Fitness,Or utisak if you're in Germany,tool (multiple)
jGsEBwiKnCI,Sports and Fitness,"I've used what else have I used? I've used felt backed carpet, which works really surprisingly well.",tool (multiple)
jGsEBwiKnCI,Sports and Fitness,One of my favourites is this stuff.,tool (multiple)
jGsEBwiKnCI,Sports and Fitness,The big bags that you get about a ton of gravel in.,tool (multiple)
jGsEBwiKnCI,Sports and Fitness,You get companies who just.,tool (multiple)
jGsEBwiKnCI,Sports and Fitness,Throw that away,tool (multiple)
jGsEBwiKnCI,Sports and Fitness,They don't want him anymore because they might be ripped away,tool (multiple)
jGsEBwiKnCI,Sports and Fitness,They just cut out the bits you want,instruction
jGsEBwiKnCI,Sports and Fitness,"Hey Presto, you've got to cover a cover for your target.",outcome
jGsEBwiKnCI,Sports and Fitness,So basically all you need to do now is cover it,subgoal
jGsEBwiKnCI,Sports and Fitness,Put some tape around to hold the cover in and you've got a workable target now.,subgoal
jGsEBwiKnCI,Sports and Fitness,"To show you guys what I mean just for today I'm going to use Hessian and I'm going to do the new one, so let's have a go at that first.",tool
jGsEBwiKnCI,Sports and Fitness,"Right there we go, there's one Hessian sack opened up to its full width now then.",instruction
jGsEBwiKnCI,Sports and Fitness,"The best way to compress that while we're putting this on is to have it upside down now, as you can imagine, as soon as you turn that upside down, it could conceivably all come out",early instruction
jGsEBwiKnCI,Sports and Fitness,"It's pretty obvious, so here's a little tip and I've tried both with and without some plain old kitchen cling film",tip
jGsEBwiKnCI,Sports and Fitness,"You can actually wrap more or less the whole bucket in this stuff, and you could actually shoot it like that",tip
jGsEBwiKnCI,Sports and Fitness,I've used this stuff before,description
jGsEBwiKnCI,Sports and Fitness,This is like the stuff they used for.,tool
jGsEBwiKnCI,Sports and Fitness,"It's the industrial stuff they use for wrapping pallets that works pretty good too, but if you're careful you can actually turn it on top of whatever cover you're using and tape it that way",tool
jGsEBwiKnCI,Sports and Fitness,"That's what we're going to do today, and I'll zoom the camera in so you can see what I'm doing.",transition
jGsEBwiKnCI,Sports and Fitness,"Right, what I'm going to do is just cover this with the Hessian first of all.",instruction
jGsEBwiKnCI,Sports and Fitness,Keep it reasonably tight and then just.,instruction
jGsEBwiKnCI,Sports and Fitness,Tip it upside down like this.,instruction
jGsEBwiKnCI,Sports and Fitness,And then just poke everything in.,instruction
jGsEBwiKnCI,Sports and Fitness,As much as I can Around the edges,instruction
jGsEBwiKnCI,Sports and Fitness,and you can see how this could be.,description
jGsEBwiKnCI,Sports and Fitness,Just a little bit tricky.,description
jGsEBwiKnCI,Sports and Fitness,Now the tape I'm going to use today is just plain packaging tape.,tool
jGsEBwiKnCI,Sports and Fitness,I'm not sure how this is gonna work,side note
jGsEBwiKnCI,Sports and Fitness,"I usually usually use duct tape or something similar, but let's see how it goes.",side note
jGsEBwiKnCI,Sports and Fitness,Right?,side note
jGsEBwiKnCI,Sports and Fitness,And there we go.,outcome
jGsEBwiKnCI,Sports and Fitness,Up basically.,outcome
jGsEBwiKnCI,Sports and Fitness,Is our finished target.,outcome
jGsEBwiKnCI,Sports and Fitness,You can actually shoot on that.,description
jGsEBwiKnCI,Sports and Fitness,So there we go,outcome
jGsEBwiKnCI,Sports and Fitness,Not only have we got.,outcome
jGsEBwiKnCI,Sports and Fitness,"A very robust target which will last for a long, long time",outcome
